year,owner_type2,aldermanic,parcels,median_value,median_value_adj
2007,City of Milwaukee landlord,6,2777,62300,91342.60932086434
2007,City of Milwaukee landlord,7,2105,86800,127263.86017738402
2007,City of Milwaukee landlord,8,873,101400,148669.99334086105
2007,City of Milwaukee landlord,9,542,90700,132981.93684434023
2007,bank,1,49,87100,127703.71222868834
2007,bank,10,27,132500,194267.98932607583
2007,bank,11,7,149200,218753.08684868313
2007,bank,12,23,85800,125797.68667303628
2007,bank,13,11,148000,216993.67864346586
2007,bank,14,16,118950,174401.33834216394
2007,bank,15,45,58200,85331.2979530386
2007,bank,2,49,114900,168463.33564955558
2007,bank,3,5,310100,454660.4036982349
2007,bank,4,2,123100,180485.95838520705
2007,bank,5,19,146300,214501.18368607468
2007,bank,6,43,60900,89289.9664147775
2007,bank,7,61,91300,133861.64094694887
2007,bank,8,11,96800,141925.59522086143
2007,bank,9,24,123600,181219.04513738095
2007,outside WI landlord,1,163,84600,124038.278467819
2007,outside WI landlord,10,105,148200,217286.9133443354
2007,outside WI landlord,11,40,173100,253794.63360259417
2007,outside WI landlord,12,120,77350,113408.52056129786
2007,outside WI landlord,13,47,156200,229016.30137911733
2007,outside WI landlord,14,113,163900,240305.83736259493
2007,outside WI landlord,15,195,60000,87970.41026086453
2007,outside WI landlord,2,102,116450,170735.90458129457
2007,outside WI landlord,3,105,282100,413607.5455764981
2007,outside WI landlord,4,157,226000,331355.21198258974
2007,outside WI landlord,5,98,134550,197273.64500998872
2007,outside WI landlord,6,238,66550,97573.84671434225
2007,outside WI landlord,7,207,98200,143978.23812694827
2007,outside WI landlord,8,78,113150,165897.53201694702
2007,outside WI landlord,9,172,112200,164504.66718781667
2007,owner occupied,1,7935,91300,133861.64094694887
2007,owner occupied,10,8405,146600,214941.03573737902
2007,owner occupied,11,10477,162700,238546.42915737766
2007,owner occupied,12,4139,81300,119199.90590347144
2007,owner occupied,13,9648,156600,229602.77078085643
2007,owner occupied,14,9593,150600,220805.72975476997
2007,owner occupied,15,4549,72000,105564.49231303744
2007,owner occupied,2,7960,115700,169636.27445303378
2007,owner occupied,3,4619,244000,357746.3350608491
2007,owner occupied,4,2185,222300,325930.3700165031
2007,owner occupied,5,10350,144900,212448.54077998784
2007,owner occupied,6,5492,68700,100726.11974868989
2007,owner occupied,7,8044,104000,152482.0444521652
2007,owner occupied,8,5618,115600,169489.65710259898
2007,owner occupied,9,7004,128350,188183.36928303272
2007,owner occupied,NA,3,61200,89729.81846608182
2007,rest of Wisconsin landlord,1,126,67700,99259.94624434214
2007,rest of Wisconsin landlord,10,102,133450,195660.85415520618
2007,rest of Wisconsin landlord,11,46,168800,247490.08753389888
2007,rest of Wisconsin landlord,12,77,79900,117147.2629973846
2007,rest of Wisconsin landlord,13,52,156750,229822.69680650858
2007,rest of Wisconsin landlord,14,105,154500,226523.80642172616
2007,rest of Wisconsin landlord,15,129,60000,87970.41026086453
2007,rest of Wisconsin landlord,2,42,114350,167656.94022216432
2007,rest of Wisconsin landlord,3,111,247400,362731.32497563143
2007,rest of Wisconsin landlord,4,54,180550,264717.6262099849
2007,rest of Wisconsin landlord,5,39,135400,198519.8924886843
2007,rest of Wisconsin landlord,6,85,67600,99113.32889390737
2007,rest of Wisconsin landlord,7,77,90000,131955.6153912968
2007,rest of Wisconsin landlord,8,78,109800,160985.8507773821
2007,rest of Wisconsin landlord,9,37,129300,189576.23411216307
2007,suburbs landlord,1,605,83500,122425.48761303647
2007,suburbs landlord,10,725,148000,216993.67864346586
2007,suburbs landlord,11,438,185700,272268.4197573757
2007,suburbs landlord,12,660,77300,113335.21188608048
2007,suburbs landlord,13,284,163000,238986.281208682
2007,suburbs landlord,14,661,159900,234441.14334520398
2007,suburbs landlord,15,634,65000,95301.27778260324
2007,suburbs landlord,2,525,114600,168023.48359825124
2007,suburbs landlord,3,601,253700,371968.21805302217
2007,suburbs landlord,4,290,195000,285903.83334780973
2007,suburbs landlord,5,551,162000,237520.10770433422
2007,suburbs landlord,6,696,65400,95887.74718434234
2007,suburbs landlord,7,752,97450,142878.60799868748
2007,suburbs landlord,8,497,105200,154241.45265738247
2007,suburbs landlord,9,618,74050,108570.14799695031
2007,NA,10,1,145600,213474.86223303125
2007,NA,14,1,225500,330622.12523041584
2007,NA,3,1,291600,427536.19386780163
2007,NA,4,1,120800,177113.75932520727
2008,City of Milwaukee,1,13,91200,127425.35143909541
2008,City of Milwaukee,10,2,88250,123303.58842653694
2008,City of Milwaukee,12,8,54950,76776.56865765672
2008,City of Milwaukee,13,1,118600,165708.84518285873
2008,City of Milwaukee,14,2,84850,118553.08190358822
2008,City of Milwaukee,15,27,62000,86626.883653771
2008,City of Milwaukee,3,1,145600,203433.4558062751
2008,City of Milwaukee,4,6,114250,159630.99124908607
2008,City of Milwaukee,5,3,128400,179401.481631358
2008,City of Milwaukee,6,17,55800,77964.1952883939
2008,City of Milwaukee,7,11,64200,89700.740815679
2008,City of Milwaukee,8,1,119400,166826.61142355253
2008,City of Milwaukee,9,3,31200,43592.88338705895
2008,City of Milwaukee landlord,1,1771,90400,126307.58519840158
2008,City of Milwaukee landlord,10,833,140000,195609.0921214184
2008,City of Milwaukee landlord,11,352,181600,253732.93663749698
2008,City of Milwaukee landlord,12,1497,84900,118622.94229363157
2008,City of Milwaukee landlord,13,304,165850,231726.9137738374
2008,City of Milwaukee landlord,14,988,155650,217475.39420499123
2008,City of Milwaukee landlord,15,2810,71700,100179.79932218355
2008,City of Milwaukee landlord,2,803,122400,171018.23482615437
2008,City of Milwaukee landlord,3,1083,236900,330998.5280254572
2008,City of Milwaukee landlord,4,570,177500,248004.38465394115
2008,City of Milwaukee landlord,5,492,156150,218173.99810542486
2008,City of Milwaukee landlord,6,2776,76850,107375.41949665002
2008,City of Milwaukee landlord,7,2148,95300,133153.90342265123
2008,City of Milwaukee landlord,8,886,107550,150269.69898327533
2008,City of Milwaukee landlord,9,536,100600,140559.10476724777
2008,bank,1,120,91250,127495.21182913877
2008,bank,10,57,122100,170599.07248589417
2008,bank,11,25,154600,216008.32601408058
2008,bank,12,65,95300,133153.90342265123
2008,bank,13,26,151600,211816.70261147874
2008,bank,14,42,132050,184501.29010452353
2008,bank,15,193,81100,113313.55265033593
2008,bank,2,120,116850,163263.73153134098
2008,bank,3,7,224500,313673.1512947031
2008,bank,4,10,124750,174301.67315819243
2008,bank,5,51,149300,208603.12466948404
2008,bank,6,153,77800,108702.76690747392
2008,bank,7,171,105600,147545.14377158415
2008,bank,8,54,104500,146008.21519063014
2008,bank,9,51,132700,185409.47517508728
2008,outside WI landlord,1,196,89850,125539.12090792457
2008,outside WI landlord,10,114,147800,206507.31296818313
2008,outside WI landlord,11,55,167300,233752.86508509496
2008,outside WI landlord,12,124,89850,125539.12090792457
2008,outside WI landlord,13,46,146450,204621.0824370123
2008,outside WI landlord,14,109,163900,229002.35856214623
2008,outside WI landlord,15,242,73400,102555.05258365793
2008,outside WI landlord,2,118,115750,161726.80295038698
2008,outside WI landlord,3,119,268000,374451.6906324295
2008,outside WI landlord,4,280,221950,310110.2714024915
2008,outside WI landlord,5,114,141250,197355.60187250248
2008,outside WI landlord,6,282,80800,112894.39031007575
2008,outside WI landlord,7,275,104900,146567.09831097705
2008,outside WI landlord,8,84,118750,165918.4263529888
2008,outside WI landlord,9,174,112200,156766.71525730815
2008,owner occupied,1,7701,96300,134551.1112235185
2008,owner occupied,10,8323,145800,203712.89736644857
2008,owner occupied,11,10449,159900,223413.52735867712
2008,owner occupied,12,4083,91900,128403.3968997025
2008,owner occupied,13,9633,156100,218104.13771538148
2008,owner occupied,14,9534,150500,210279.77403052477
2008,owner occupied,15,4397,82100,114710.76045120321
2008,owner occupied,2,7766,116500,162774.70880103743
2008,owner occupied,3,4684,237600,331976.5734860643
2008,owner occupied,4,2345,230000,321357.79419947305
2008,owner occupied,5,10259,144700,202175.96878549457
2008,owner occupied,6,5374,82300,114990.20201137666
2008,owner occupied,7,7797,108500,151597.04639409925
2008,owner occupied,8,5535,117800,164591.0789421649
2008,owner occupied,9,6991,128600,179680.92319153144
2008,owner occupied,NA,3,61200,85509.11741307718
2008,rest of Wisconsin landlord,1,143,73500,102694.77336374465
2008,rest of Wisconsin landlord,10,119,136500,190718.86481838292
2008,rest of Wisconsin landlord,11,55,156100,218104.13771538148
2008,rest of Wisconsin landlord,12,83,88400,123513.16959666704
2008,rest of Wisconsin landlord,13,43,147700,206367.5921880964
2008,rest of Wisconsin landlord,14,119,147200,205668.98828766277
2008,rest of Wisconsin landlord,15,192,49000,68463.18224249643
2008,rest of Wisconsin landlord,2,48,109650,153203.83536509663
2008,rest of Wisconsin landlord,3,105,229800,321078.3526392996
2008,rest of Wisconsin landlord,4,70,197500,275948.54067128664
2008,rest of Wisconsin landlord,5,44,130150,181846.59528287573
2008,rest of Wisconsin landlord,6,82,82800,115688.8059118103
2008,rest of Wisconsin landlord,7,84,98050,136996.22487503622
2008,rest of Wisconsin landlord,8,82,114450,159910.4328092595
2008,rest of Wisconsin landlord,9,30,116300,162495.267240864
2008,suburbs landlord,1,636,88850,124141.9131070573
2008,suburbs landlord,10,750,142350,198892.53045345648
2008,suburbs landlord,11,432,185350,258972.46589074924
2008,suburbs landlord,12,789,90800,126866.46831874849
2008,suburbs landlord,13,290,159050,222225.90072793997
2008,suburbs landlord,14,692,157450,219990.3682465523
2008,suburbs landlord,15,619,74500,104091.98116461192
2008,suburbs landlord,2,577,118200,165149.9620625118
2008,suburbs landlord,3,608,242650,339032.472880444
2008,suburbs landlord,4,253,174800,244231.9235915995
2008,suburbs landlord,5,562,157950,220688.97214698594
2008,suburbs landlord,6,715,78400,109541.09158799429
2008,suburbs landlord,7,768,103300,144331.5658295894
2008,suburbs landlord,8,520,109750,153343.55614518333
2008,suburbs landlord,9,639,92900,129800.60470056976
2008,NA,10,1,138300,193233.83885994402
2008,NA,12,1,352000,491817.1459052805
2008,NA,14,1,218900,305848.78760984633
2008,NA,3,1,277000,387026.5608402349
2008,NA,4,1,120800,168782.70234476673
2009,City of Milwaukee,1,20,81150,114794.43712463338
2009,City of Milwaukee,10,4,85500,120947.92820894829
2009,City of Milwaukee,12,13,64100,90675.58126542205
2009,City of Milwaukee,13,1,104100,147259.40732808792
2009,City of Milwaukee,14,5,132700,187716.842962894
2009,City of Milwaukee,15,59,41500,58705.71954001584
2009,City of Milwaukee,2,2,92400,130708.63820475814
2009,City of Milwaukee,3,2,93650,132476.88276921646
2009,City of Milwaukee,4,3,69700,98597.31691419527
2009,City of Milwaukee,5,3,206500,292114.0020485125
2009,City of Milwaukee,6,51,52500,74266.27170724895
2009,City of Milwaukee,7,28,57700,81622.16909539551
2009,City of Milwaukee,8,4,94900,134245.12733367475
2009,City of Milwaukee,9,3,84300,119250.41342706831
2009,City of Milwaukee landlord,1,1878,79750,112814.00321244008
2009,City of Milwaukee landlord,10,865,121000,171166.07383956425
2009,City of Milwaukee landlord,11,358,165450,234044.8505517017
2009,City of Milwaukee landlord,12,1600,78800,111470.13734345176
2009,City of Milwaukee landlord,13,323,154400,218413.56860189023
2009,City of Milwaukee landlord,14,1009,145200,205399.2886074771
2009,City of Milwaukee landlord,15,2851,54300,76812.54388006892
2009,City of Milwaukee landlord,2,876,100300,141883.94385213466
2009,City of Milwaukee landlord,3,1151,211600,299328.43987150246
2009,City of Milwaukee landlord,4,604,190150,268985.36314539786
2009,City of Milwaukee landlord,5,498,136700,193375.2255691606
2009,City of Milwaukee landlord,6,2828,62850,88907.33670096374
2009,City of Milwaukee landlord,7,2286,81350,115077.3562549467
2009,City of Milwaukee landlord,8,921,96800,136932.8590716514
2009,City of Milwaukee landlord,9,732,106100,150088.59863122122
2009,bank,1,110,81050,114652.97755947671
2009,bank,10,51,120600,170600.2355789376
2009,bank,11,22,124200,175692.7799245775
2009,bank,12,60,78450,110975.02886540344
2009,bank,13,14,144200,203984.69295591046
2009,bank,14,33,125100,176965.9160109875
2009,bank,15,112,64950,91877.9875692537
2009,bank,2,60,98850,139832.780157363
2009,bank,3,12,223450,316091.3983425672
2009,bank,4,10,139550,197406.82317612553
2009,bank,5,39,135200,191253.33209181062
2009,bank,6,112,70150,99233.88495740027
2009,bank,7,127,87900,124342.95777270825
2009,bank,8,41,94600,133820.74863820476
2009,bank,9,34,133050,188211.95144094236
2009,outside WI landlord,1,192,79250,112106.70538665674
2009,outside WI landlord,10,109,129100,182624.2986172541
2009,outside WI landlord,11,55,154700,218837.94729736025
2009,outside WI landlord,12,133,79300,112177.43516923508
2009,outside WI landlord,13,53,153000,216433.13468969695
2009,outside WI landlord,14,117,151500,214311.24121234697
2009,outside WI landlord,15,255,53500,75680.8673588156
2009,outside WI landlord,2,131,92900,131415.9360305415
2009,outside WI landlord,3,147,244600,346010.09637320176
2009,outside WI landlord,4,292,220250,311564.6922575539
2009,outside WI landlord,5,127,126400,178804.89035802413
2009,outside WI landlord,6,302,63050,89190.25583127707
2009,outside WI landlord,7,266,86150,121867.41538246661
2009,outside WI landlord,8,87,115000,162678.49993016437
2009,outside WI landlord,9,184,112200,158717.63210577777
2009,owner occupied,1,7495,86300,122079.60473020161
2009,owner occupied,10,8187,136000,192385.00861306395
2009,owner occupied,11,10383,149800,211906.42860468366
2009,owner occupied,12,4024,84200,119108.95386191165
2009,owner occupied,13,9573,150800,213321.02425625033
2009,owner occupied,14,9456,145400,205682.20773779042
2009,owner occupied,15,4271,67100,94919.36822012199
2009,owner occupied,2,7587,97900,138488.9142883747
2009,owner occupied,3,4617,225000,318284.0216024955
2009,owner occupied,4,2337,215000,304138.065086829
2009,owner occupied,5,10167,137500,194506.90209041393
2009,owner occupied,6,5206,68100,96333.96387168864
2009,owner occupied,7,7531,92300,130567.1786396015
2009,owner occupied,8,5456,110400,156171.3599329578
2009,owner occupied,9,6915,121100,171307.53340472092
2009,owner occupied,NA,3,61200,86573.25387587877
2009,rest of Wisconsin landlord,1,155,62800,88836.60691838541
2009,rest of Wisconsin landlord,10,124,118150,167134.4762325993
2009,rest of Wisconsin landlord,11,69,143200,202570.0973043438
2009,rest of Wisconsin landlord,12,79,82900,117269.97951487501
2009,rest of Wisconsin landlord,13,50,142150,201084.77187019883
2009,rest of Wisconsin landlord,14,137,139600,197477.5529587039
2009,rest of Wisconsin landlord,15,205,49000,69315.18692676569
2009,rest of Wisconsin landlord,2,61,93500,132264.69342148147
2009,rest of Wisconsin landlord,3,125,218400,308947.6903021556
2009,rest of Wisconsin landlord,4,80,195550,276624.1796638578
2009,rest of Wisconsin landlord,5,55,128800,182199.91992178408
2009,rest of Wisconsin landlord,6,90,66700,94353.52995949534
2009,rest of Wisconsin landlord,7,96,86900,122928.3621211416
2009,rest of Wisconsin landlord,8,83,108000,152776.33036919785
2009,rest of Wisconsin landlord,9,46,112850,159637.11927929608
2009,suburbs landlord,1,718,78600,111187.21821313843
2009,suburbs landlord,10,854,127150,179865.83709669914
2009,suburbs landlord,11,484,167750,237298.420550305
2009,suburbs landlord,12,733,80100,113309.1116904884
2009,suburbs landlord,13,328,154850,219050.13664509525
2009,suburbs landlord,14,730,145200,205399.2886074771
2009,suburbs landlord,15,700,57450,81268.52018250385
2009,suburbs landlord,2,715,96700,136791.39950649472
2009,suburbs landlord,3,648,227100,321254.67247078544
2009,suburbs landlord,4,268,178400,252363.86423948978
2009,suburbs landlord,5,638,138500,195921.49774198057
2009,suburbs landlord,6,797,64600,91382.87909120538
2009,suburbs landlord,7,912,86750,122716.1727734066
2009,suburbs landlord,8,572,101850,144076.56711206297
2009,suburbs landlord,9,704,93150,131769.58494343315
2009,NA,10,1,130600,184746.19209460405
2009,NA,12,1,278000,393257.59113552776
2009,NA,14,1,218900,309654.98812793894
2009,NA,3,1,251300,355487.8872386983
2010,City of Milwaukee,1,39,72500,101420.6902425886
2010,City of Milwaukee,10,5,102700,143667.6536263979
2010,City of Milwaukee,11,1,172800,241730.96929543873
2010,City of Milwaukee,12,17,52900,74002.13122528188
2010,City of Milwaukee,13,2,101450,141919.02103600843
2010,City of Milwaukee,14,5,77400,108275.32999691526
2010,City of Milwaukee,15,120,40550,56725.64123223403
2010,City of Milwaukee,2,10,80250,112262.21230300324
2010,City of Milwaukee,3,1,312300,436878.3663829023
2010,City of Milwaukee,4,3,144900,202701.489877946
2010,City of Milwaukee,5,4,93350,130587.88185028476
2010,City of Milwaukee,6,97,56100,78478.6306566789
2010,City of Milwaukee,7,66,54500,76240.3809409804
2010,City of Milwaukee,8,11,92100,128839.2492598953
2010,City of Milwaukee,9,10,43400,60712.523538322
2010,City of Milwaukee landlord,1,1944,78700,110093.9078909203
2010,City of Milwaukee landlord,10,895,119500,167169.27564123223
2010,City of Milwaukee landlord,11,376,158850,222216.22958669235
2010,City of Milwaukee landlord,12,1652,71500,100021.78417027702
2010,City of Milwaukee landlord,13,341,144700,202421.7086634837
2010,City of Milwaukee landlord,14,1035,138300,193468.70980068968
2010,City of Milwaukee landlord,15,2796,48950,68476.45223965119
2010,City of Milwaukee landlord,2,890,93750,131147.44427920936
2010,City of Milwaukee landlord,3,1156,207500,290273.0100046501
2010,City of Milwaukee landlord,4,620,185000,258797.62337763983
2010,City of Milwaukee landlord,5,527,129700,181438.1175788102
2010,City of Milwaukee landlord,6,2856,56900,79597.75551452815
2010,City of Milwaukee landlord,7,2329,79700,111492.81396323186
2010,City of Milwaukee landlord,8,970,88500,123803.18739957365
2010,City of Milwaukee landlord,9,722,101300,141709.18512516172
2010,bank,1,136,79650,111422.86865961629
2010,bank,10,125,105200,147164.91880717681
2010,bank,11,38,147100,205779.08323703147
2010,bank,12,61,74200,103798.83056551825
2010,bank,13,39,136800,191370.35069222233
2010,bank,14,62,124500,174163.80600279005
2010,bank,15,137,59200,82815.23948084474
2010,bank,2,131,91100,127440.34318758373
2010,bank,3,23,232100,324686.0993835146
2010,bank,4,38,178400,249564.8433003835
2010,bank,5,61,130500,182557.24243665946
2010,bank,6,100,65750,91978.07425448552
2010,bank,7,145,88000,123103.73436341787
2010,bank,8,68,91750,128349.63213458625
2010,bank,9,60,112200,156957.2613133578
2010,outside WI landlord,1,221,77700,108695.00181860874
2010,outside WI landlord,10,128,124500,174163.80600279005
2010,outside WI landlord,11,60,152750,213682.90254559182
2010,outside WI landlord,12,151,72800,101840.36206428206
2010,outside WI landlord,13,69,139200,194727.72526577007
2010,outside WI landlord,14,135,145100,202981.27109240834
2010,outside WI landlord,15,268,46850,65538.7494877969
2010,outside WI landlord,2,164,90100,126041.43711527216
2010,outside WI landlord,3,190,222400,311116.71048209246
2010,outside WI landlord,4,312,202150,282788.8625177832
2010,outside WI landlord,5,140,123900,173324.46235940311
2010,outside WI landlord,6,313,57700,80716.8803723774
2010,outside WI landlord,7,286,86550,121075.3205585661
2010,outside WI landlord,8,103,102100,142828.30998301096
2010,outside WI landlord,9,214,98700,138072.02933715165
2010,owner occupied,1,7275,84700,118487.3443247897
2010,owner occupied,10,8059,131700,184235.92972343334
2010,owner occupied,11,10324,146300,204659.9583791822
2010,owner occupied,12,3919,76400,106876.4239246037
2010,owner occupied,13,9474,142900,199903.6777333229
2010,owner occupied,14,9368,141600,198085.09983931785
2010,owner occupied,15,4117,61900,86592.28587608598
2010,owner occupied,2,7382,93400,130657.82715390033
2010,owner occupied,3,4570,223450,312585.56185801956
2010,owner occupied,4,2395,210500,294469.7282215848
2010,owner occupied,5,10044,134100,187593.3042969811
2010,owner occupied,6,5116,61600,86172.61405439251
2010,owner occupied,7,7341,90500,126600.99954419679
2010,owner occupied,8,5347,102100,142828.30998301096
2010,owner occupied,9,6846,117500,164371.4634966091
2010,owner occupied,NA,3,61200,85613.05162546788
2010,rest of Wisconsin landlord,1,172,63950,89460.0433243247
2010,rest of Wisconsin landlord,10,135,113700,159055.62042182512
2010,rest of Wisconsin landlord,11,81,144700,202421.7086634837
2010,rest of Wisconsin landlord,12,84,75350,105407.57254867656
2010,rest of Wisconsin landlord,13,66,136350,190740.8429596821
2010,rest of Wisconsin landlord,14,150,140050,195916.7954272349
2010,rest of Wisconsin landlord,15,206,49000,68546.39754326676
2010,rest of Wisconsin landlord,2,67,89800,125621.76529357869
2010,rest of Wisconsin landlord,3,122,215650,301674.09449398937
2010,rest of Wisconsin landlord,4,86,187000,261595.43552226297
2010,rest of Wisconsin landlord,5,72,121500,169967.08778585534
2010,rest of Wisconsin landlord,6,108,59200,82815.23948084474
2010,rest of Wisconsin landlord,7,103,84100,117648.00068140276
2010,rest of Wisconsin landlord,8,89,100500,140590.06026731245
2010,rest of Wisconsin landlord,9,52,107450,150312.45746987785
2010,suburbs landlord,1,768,77350,108205.38469329968
2010,suburbs landlord,10,849,122700,171645.77507262924
2010,suburbs landlord,11,495,162300,227042.45553616728
2010,suburbs landlord,12,743,70800,99042.54991965892
2010,suburbs landlord,13,355,146600,205079.6302008757
2010,suburbs landlord,14,743,142700,199623.89651886057
2010,suburbs landlord,15,726,51900,72603.2251529703
2010,suburbs landlord,2,783,92100,128839.2492598953
2010,suburbs landlord,3,655,224600,314194.3038411779
2010,suburbs landlord,4,282,172050,240681.78974120505
2010,suburbs landlord,5,677,132800,185774.72640297606
2010,suburbs landlord,6,843,58400,81696.11462299549
2010,suburbs landlord,7,959,84800,118627.23493202086
2010,suburbs landlord,8,576,92950,130028.31942136012
2010,suburbs landlord,9,731,87000,121704.8282911063
2010,NA,10,1,130600,182697.13304389062
2010,NA,12,1,250200,350006.299292354
2010,NA,14,1,207900,290832.5724335747
2010,NA,3,1,251300,351545.0959718967
2011,City of Milwaukee,1,25,66500,89879.3915642821
2011,City of Milwaukee,10,4,92450,124952.62782132151
2011,City of Milwaukee,12,7,65000,87852.0368673434
2011,City of Milwaukee,14,3,68900,93123.159079384
2011,City of Milwaukee,15,66,38450,51967.85873152852
2011,City of Milwaukee,2,8,88700,119884.24107897477
2011,City of Milwaukee,3,2,126050,170365.37303274823
2011,City of Milwaukee,4,3,89600,121100.65389713798
2011,City of Milwaukee,5,2,118300,159890.707098565
2011,City of Milwaukee,6,56,52100,70416.78647367063
2011,City of Milwaukee,7,33,50700,68524.58875652785
2011,City of Milwaukee,8,5,78700,106368.54309938347
2011,City of Milwaukee,9,4,28000,37843.95434285562
2011,City of Milwaukee landlord,1,2020,78800,106503.70007917938
2011,City of Milwaukee landlord,10,925,119000,160836.80595713638
2011,City of Milwaukee landlord,11,403,158000,213548.02807754243
2011,City of Milwaukee landlord,12,1618,70900,95826.29867530226
2011,City of Milwaukee landlord,13,343,145400,196518.2486232574
2011,City of Milwaukee landlord,14,1077,138000,186516.63211835985
2011,City of Milwaukee landlord,15,2827,49300,66632.39103938507
2011,City of Milwaukee landlord,2,991,93100,125831.14818999493
2011,City of Milwaukee landlord,3,1201,206700,279369.477238152
2011,City of Milwaukee landlord,4,518,176950,239160.27574886792
2011,City of Milwaukee landlord,5,568,129150,174555.23940642155
2011,City of Milwaukee landlord,6,2879,56700,76634.00754428263
2011,City of Milwaukee landlord,7,2398,80100,108260.74081652625
2011,City of Milwaukee landlord,8,1016,89050,120357.29050826046
2011,City of Milwaukee landlord,9,809,99200,134075.72395754562
2011,bank,1,131,80600,108936.52571550582
2011,bank,10,88,115950,156714.51807336102
2011,bank,11,52,139650,188746.7222849924
2011,bank,12,95,77600,104881.81632162843
2011,bank,13,44,136500,184489.27742142114
2011,bank,14,79,131200,177325.95749223777
2011,bank,15,123,59700,80688.71693816001
2011,bank,2,114,95350,128872.18023540298
2011,bank,3,21,262500,354787.0719642714
2011,bank,4,36,187400,253284.1801375408
2011,bank,5,86,125900,170162.6375630544
2011,bank,6,129,63100,85284.05425122105
2011,bank,7,140,86000,116235.00262448512
2011,bank,8,98,95500,129074.91570509685
2011,bank,9,79,110400,149213.30569468788
2011,outside WI landlord,1,267,77100,104206.03142264887
2011,outside WI landlord,10,138,130450,176312.2801437684
2011,outside WI landlord,11,76,148900,201248.74291611434
2011,outside WI landlord,12,154,73150,98867.3307207103
2011,outside WI landlord,13,81,144200,194896.36486570645
2011,outside WI landlord,14,163,145000,195977.62070407375
2011,outside WI landlord,15,289,48200,65145.66426163003
2011,outside WI landlord,2,198,91000,122992.85161428076
2011,outside WI landlord,3,221,218500,295318.0008540697
2011,outside WI landlord,4,318,191500,258825.61630917326
2011,outside WI landlord,5,173,121400,164080.5734722383
2011,outside WI landlord,6,334,57900,78255.89130183359
2011,outside WI landlord,7,328,86550,116978.36601336263
2011,outside WI landlord,8,106,101950,137792.54090193321
2011,outside WI landlord,9,218,98700,133399.93905856606
2011,owner occupied,1,7024,84900,114748.27584673007
2011,owner occupied,10,7968,131800,178136.89937101322
2011,owner occupied,11,10246,146700,198275.28936060425
2011,owner occupied,12,3859,76500,103395.08954387339
2011,owner occupied,13,9394,143000,193274.48110815548
2011,owner occupied,14,9263,141700,191517.44037080862
2011,owner occupied,15,4014,61750,83459.43502397623
2011,owner occupied,2,7143,93400,126236.61912938267
2011,owner occupied,3,4465,221300,299102.3962883553
2011,owner occupied,4,2419,210000,283829.65757141716
2011,owner occupied,5,9859,134400,181650.98084570697
2011,owner occupied,6,4968,62100,83932.48445326193
2011,owner occupied,7,7114,90600,122452.22369509711
2011,owner occupied,8,5260,102350,138333.16882111688
2011,owner occupied,9,6733,117800,159214.92219958542
2011,owner occupied,NA,3,61200,82716.0716350987
2011,rest of Wisconsin landlord,1,186,64200,86770.7810289761
2011,rest of Wisconsin landlord,10,123,112400,151916.44529060612
2011,rest of Wisconsin landlord,11,77,140800,190301.0275526454
2011,rest of Wisconsin landlord,12,84,76000,102719.30464489383
2011,rest of Wisconsin landlord,13,82,136350,184286.54195172727
2011,rest of Wisconsin landlord,14,141,138700,187462.73097693123
2011,rest of Wisconsin landlord,15,210,49000,66226.92009999733
2011,rest of Wisconsin landlord,2,83,89900,121506.12483652572
2011,rest of Wisconsin landlord,3,119,204400,276260.866702846
2011,rest of Wisconsin landlord,4,84,182800,247066.95906692883
2011,rest of Wisconsin landlord,5,87,116800,157863.3524016263
2011,rest of Wisconsin landlord,6,121,59100,79877.77505938454
2011,rest of Wisconsin landlord,7,125,81500,110152.93853366903
2011,rest of Wisconsin landlord,8,84,100350,135630.0292251986
2011,rest of Wisconsin landlord,9,56,107900,145834.38119979005
2011,suburbs landlord,1,864,77350,104543.92387213864
2011,suburbs landlord,10,949,120800,163269.6315934628
2011,suburbs landlord,11,523,161700,218548.8363299912
2011,suburbs landlord,12,743,71500,96637.24055407774
2011,suburbs landlord,13,400,146400,197869.8184212165
2011,suburbs landlord,14,758,142700,192869.01016876774
2011,suburbs landlord,15,708,51800,70011.3155342829
2011,suburbs landlord,2,885,91700,123938.95047285216
2011,suburbs landlord,3,680,218800,295723.4717934575
2011,suburbs landlord,4,352,165350,223482.06609254202
2011,suburbs landlord,5,750,131200,177325.95749223774
2011,suburbs landlord,6,846,59800,80823.87391795593
2011,suburbs landlord,7,1027,85600,115694.37470530147
2011,suburbs landlord,8,585,93000,125695.99121019902
2011,suburbs landlord,9,747,92300,124749.89235162763
2011,NA,10,1,130600,176515.01561346228
2011,NA,12,1,250200,338162.7634493741
2011,NA,14,1,197600,267070.19207672396
2011,NA,15,1,46700,63118.309564691335
2011,NA,3,2,257600,348164.3799542717
2011,NA,7,1,18600,25139.198242039805
2012,City of Milwaukee,1,74,60250,80107.21083999932
2012,City of Milwaukee,10,4,62400,82965.80840524408
2012,City of Milwaukee,12,10,49350,65614.78597433968
2012,City of Milwaukee,13,1,69300,92139.91221928551
2012,City of Milwaukee,14,2,73350,97524.71228404895
2012,City of Milwaukee,15,69,26700,35499.79301955156
2012,City of Milwaukee,2,13,68800,91475.12208783322
2012,City of Milwaukee,4,7,40500,53848.000647634384
2012,City of Milwaukee,5,5,42900,57038.99327860532
2012,City of Milwaukee,6,78,35050,46601.788214804576
