year,owner_type2,aldermanic,parcels,median_value,median_value_adj
2020,bank,14,2,145700,172264.7681196641
2020,bank,15,10,58200,68811.3212392893
2020,bank,2,10,98650,116636.37182570258
2020,bank,3,1,345300,408256.8595176391
2020,bank,4,2,639050,755564.8597588975
2020,bank,5,15,145000,171437.1405446211
2020,bank,6,8,40850,48297.98062929498
2020,bank,7,18,76300,90211.40567968684
2020,bank,8,2,167500,198039.4554567175
2020,bank,9,13,100900,119296.60331691221
2020,outside WI landlord,1,828,61750,73008.5753698645
2020,outside WI landlord,10,327,107700,127336.41404590133
2020,outside WI landlord,11,112,168250,198926.19928712072
2020,outside WI landlord,12,250,64250,75964.38813787521
2020,outside WI landlord,13,89,153400,181368.6714451371
2020,outside WI landlord,14,210,179550,212286.4729985291
2020,outside WI landlord,15,564,41550,49125.60820433798
2020,outside WI landlord,2,610,86450,102212.00551781032
2020,outside WI landlord,3,292,246750,291738.7202026569
2020,outside WI landlord,4,311,200400,236937.9514837384
2020,outside WI landlord,5,317,125000,147790.63840053545
2020,outside WI landlord,6,608,50700,59943.88293525718
2020,outside WI landlord,7,868,66400,78506.38711836442
2020,outside WI landlord,8,157,82700,97778.28636579425
2020,outside WI landlord,9,438,99000,117050.18561322406
2020,owner occupied,1,5749,73800,87255.59291167613
2020,owner occupied,10,7510,145000,171437.1405446211
2020,owner occupied,11,10115,159600,188699.08710980366
2020,owner occupied,12,3565,73900,87373.82542239655
2020,owner occupied,13,9289,156600,185152.11178819078
2020,owner occupied,14,9045,176800,209035.07895371734
2020,owner occupied,15,3736,55850,66032.85723735923
2020,owner occupied,2,6116,95900,113384.9777808908
2020,owner occupied,3,4399,251200,297000.06692971603
2020,owner occupied,4,2547,271200,320646.5690738017
2020,owner occupied,5,9403,141300,167062.53764796525
2020,owner occupied,6,4443,67000,79215.78218268699
2020,owner occupied,7,6120,81200,96004.79870498783
2020,owner occupied,8,4941,103400,122252.41608492292
2020,owner occupied,9,6438,122800,145189.52316468602
2020,owner occupied,NA,1,98400,116340.7905489015
2020,rest of Wisconsin landlord,1,179,56000,66210.20600343987
2020,rest of Wisconsin landlord,10,148,128300,151692.31125430958
2020,rest of Wisconsin landlord,11,95,154500,182669.2290630618
2020,rest of Wisconsin landlord,12,98,65500,77442.29452188057
2020,rest of Wisconsin landlord,13,102,153700,181723.36897729838
2020,rest of Wisconsin landlord,14,137,172600,204069.31350345933
2020,rest of Wisconsin landlord,15,397,40400,47765.93433105305
2020,rest of Wisconsin landlord,2,122,90450,106941.30594662744
2020,rest of Wisconsin landlord,3,128,228800,270515.98452834005
2020,rest of Wisconsin landlord,4,118,197150,233095.3948853245
2020,rest of Wisconsin landlord,5,115,126700,149800.59108278272
2020,rest of Wisconsin landlord,6,185,50100,59234.4878709346
2020,rest of Wisconsin landlord,7,259,51900,61362.673063902315
2020,rest of Wisconsin landlord,8,132,77850,92044.00959585348
2020,rest of Wisconsin landlord,9,92,92300,109128.60739495537
2020,suburbs landlord,1,1097,60900,72003.59902874086
2020,suburbs landlord,10,1144,125800,148736.49848629886
2020,suburbs landlord,11,688,165450,195615.6889869487
2020,suburbs landlord,12,865,65250,77146.7132450795
2020,suburbs landlord,13,499,160200,189408.48217412623
2020,suburbs landlord,14,843,170400,201468.1982676099
2020,suburbs landlord,15,608,44800,52968.164802751904
2020,suburbs landlord,2,1141,90600,107118.65471270808
2020,suburbs landlord,3,809,238200,281629.84053606034
2020,suburbs landlord,4,322,190400,225114.70041169558
2020,suburbs landlord,5,1004,130600,154411.65900087942
2020,suburbs landlord,6,860,66200,78269.92209692358
2020,suburbs landlord,7,1141,70000,82762.75750429985
2020,suburbs landlord,8,715,86700,102507.58679461139
2020,suburbs landlord,9,880,91550,108241.86356455216
2020,NA,10,2,217950,257687.7571151736
2020,NA,12,1,71200,84181.54763294499
2020,NA,2,4,59900,70821.27392153657
2020,NA,3,2,250750,296468.0206314741
2020,NA,5,1,132300,156421.6116831267
2020,NA,6,2,173650,205310.75486602384
2020,NA,7,1,72100,85245.64022942884
2020,NA,8,1,103100,121897.71855276162
2020,NA,9,3,51300,60653.27799957975
2021,City of Milwaukee,1,4,64500,72434.27311603015
2021,City of Milwaukee,10,2,74300,83439.79058172155
2021,City of Milwaukee,11,1,144900,162724.43681415144
2021,City of Milwaukee,12,2,69800,78386.23664339386
2021,City of Milwaukee,15,7,21800,24481.661301231892
2021,City of Milwaukee,2,3,70900,79621.5498283184
2021,City of Milwaukee,5,1,130700,146777.66660876185
2021,City of Milwaukee,6,13,33700,37845.50393814288
2021,City of Milwaukee,7,6,20900,23470.950513566357
2021,City of Milwaukee,8,1,54700,61428.75565033874
2021,City of Milwaukee,9,1,46500,52220.0573627194
2021,City of Milwaukee landlord,1,2416,60200,67605.32157496146
2021,City of Milwaukee landlord,10,965,108900,122296.00530752997
2021,City of Milwaukee landlord,11,337,162000,181927.94177979665
2021,City of Milwaukee landlord,12,1642,62900,70637.45393795808
2021,City of Milwaukee landlord,13,348,156000,175189.8698620264
2021,City of Milwaukee landlord,14,1164,162400,182377.14657431465
2021,City of Milwaukee landlord,15,2355,39000,43797.4674655066
2021,City of Milwaukee landlord,2,1363,90500,101632.5847597012
2021,City of Milwaukee landlord,3,934,240800,270421.2862998459
2021,City of Milwaukee landlord,4,364,93600,105113.92191721583
2021,City of Milwaukee landlord,5,668,127150,142790.97405741445
2021,City of Milwaukee landlord,6,2633,49200,55252.189725716016
2021,City of Milwaukee landlord,7,2480,63100,70862.05633521709
2021,City of Milwaukee landlord,8,1136,80900,90851.66969126882
2021,City of Milwaukee landlord,9,813,86200,96803.63321863253
2021,bank,1,8,75000,84225.89897212807
2021,bank,10,11,151800,170473.2195195872
2021,bank,11,10,143500,161152.22003333838
2021,bank,12,3,68000,76364.81506806279
2021,bank,13,8,155350,174459.9120709346
2021,bank,14,3,116100,130381.69160885425
2021,bank,15,12,53250,59800.388270210926
2021,bank,2,11,92300,103654.00633503227
2021,bank,5,12,139400,156547.8708895287
2021,bank,6,8,55300,62102.56284211576
2021,bank,7,19,91000,102194.09075284873
2021,bank,8,2,167500,188104.50770441937
2021,bank,9,10,124850,140208.04648893586
2021,outside WI landlord,1,937,60900,68391.42996536799
2021,outside WI landlord,10,359,108000,121285.29451986443
2021,outside WI landlord,11,111,166000,186419.9897249768
2021,outside WI landlord,12,238,64250,72153.52011945637
2021,outside WI landlord,13,93,163500,183612.4597592392
2021,outside WI landlord,14,240,177500,199334.62756736978
2021,outside WI landlord,15,657,40600,45594.286643578664
2021,outside WI landlord,2,679,86800,97477.44041040956
2021,outside WI landlord,3,272,238300,267613.7563341083
2021,outside WI landlord,4,315,195400,219436.542122051
2021,outside WI landlord,5,301,123500,138691.98030743757
2021,outside WI landlord,6,670,49500,55589.09332160453
2021,outside WI landlord,7,963,66000,74118.7910954727
2021,outside WI landlord,8,152,83900,94220.70565015395
2021,outside WI landlord,9,481,98300,110392.07825280253
2021,owner occupied,1,5801,73550,82597.53159200026
2021,owner occupied,10,7595,144700,162499.83441689244
2021,owner occupied,11,10156,159800,179457.31540994754
2021,owner occupied,12,3587,74300,83439.79058172154
2021,owner occupied,13,9319,156500,175751.37585517392
2021,owner occupied,14,9095,176500,198211.61558107473
2021,owner occupied,15,3816,56550,63506.32782498457
2021,owner occupied,2,6194,95950,107753.00008500917
2021,owner occupied,3,4460,249450,280135.33998129796
2021,owner occupied,4,2600,268100,301079.5135257005
2021,owner occupied,5,9483,141100,158456.99126623027
2021,owner occupied,6,4509,68100,76477.11626669229
2021,owner occupied,7,6168,81300,91300.87448578683
2021,owner occupied,8,4970,103300,116007.13818427773
2021,owner occupied,9,6468,123100,138242.77551291953
2021,owner occupied,NA,1,98400,110504.37945143203
2021,rest of Wisconsin landlord,1,165,54900,61653.35804759775
2021,rest of Wisconsin landlord,10,154,129850,145823.1064204111
2021,rest of Wisconsin landlord,11,110,156550,175807.52645448866
2021,rest of Wisconsin landlord,12,111,66000,74118.7910954727
2021,rest of Wisconsin landlord,13,100,154050,172999.99648875106
2021,rest of Wisconsin landlord,14,141,169000,189789.02568386192
2021,rest of Wisconsin landlord,15,377,40400,45369.68424631965
2021,rest of Wisconsin landlord,2,111,90800,101969.48835558972
2021,rest of Wisconsin landlord,3,131,218900,245827.32379998447
2021,rest of Wisconsin landlord,4,119,194000,217864.32534123794
2021,rest of Wisconsin landlord,5,110,127400,143071.7270539882
2021,rest of Wisconsin landlord,6,177,52800,59295.032876378165
2021,rest of Wisconsin landlord,7,257,51000,57273.61130104709
2021,rest of Wisconsin landlord,8,133,76700,86135.01934882964
2021,rest of Wisconsin landlord,9,93,76800,86247.32054745915
2021,suburbs landlord,1,1059,61300,68840.63475988602
2021,suburbs landlord,10,1085,129100,144980.84743068978
2021,suburbs landlord,11,654,166000,186419.9897249768
2021,suburbs landlord,12,895,65000,72995.77910917766
2021,suburbs landlord,13,474,158650,178165.85162570822
2021,suburbs landlord,14,789,172600,193831.86883452407
2021,suburbs landlord,15,604,44000,49412.5273969818
2021,suburbs landlord,2,1056,89900,100958.77756792417
2021,suburbs landlord,3,799,236000,265030.8287656297
2021,suburbs landlord,4,314,190400,213821.4821905758
2021,suburbs landlord,5,955,130500,146553.06421150285
2021,suburbs landlord,6,823,64800,72771.17671191866
2021,suburbs landlord,7,1068,68550,76982.47166052506
2021,suburbs landlord,8,729,85900,96466.72962274402
2021,suburbs landlord,9,860,83000,93209.9948624884
2021,NA,10,1,286500,321742.9340735292
2021,NA,2,1,73100,82092.1761981675
2021,NA,3,2,250750,281595.2555634815
2021,NA,6,1,122400,137456.66712251303
2021,NA,8,1,103100,115782.53578701873
2021,NA,9,2,63250,71030.50813316135
2022,City of Milwaukee,1,14,67700,69793.28635216199
2022,City of Milwaukee,10,6,126750,130669.11440378925
2022,City of Milwaukee,12,10,68700,70824.20638690589
2022,City of Milwaukee,13,2,224900,231853.91581390298
2022,City of Milwaukee,14,4,124100,127937.1763117179
2022,City of Milwaukee,15,36,36700,37834.765275101105
2022,City of Milwaukee,2,7,86400,89071.4910018729
2022,City of Milwaukee,3,1,127200,131133.028419424
2022,City of Milwaukee,4,4,54950,56649.055909177274
2022,City of Milwaukee,5,5,136400,140617.49273906788
2022,City of Milwaukee,6,46,49150,50669.719707662654
2022,City of Milwaukee,7,21,59100,60927.37405336445
2022,City of Milwaukee,8,8,92150,94999.28120165033
2022,City of Milwaukee,9,6,44650,46030.57955131511
2022,City of Milwaukee landlord,1,2199,77300,79690.11868570342
2022,City of Milwaukee landlord,10,905,129200,133194.8684889118
2022,City of Milwaukee landlord,11,328,184850,190565.56842240982
2022,City of Milwaukee landlord,12,1666,82300,84844.71885942292
2022,City of Milwaukee landlord,13,349,185800,191544.94245541652
2022,City of Milwaukee landlord,14,1129,187800,193606.7825249043
2022,City of Milwaukee landlord,15,2180,52600,54226.39382752911
2022,City of Milwaukee landlord,2,1200,115000,118555.80399554843
2022,City of Milwaukee landlord,3,876,265200,273399.9932140821
2022,City of Milwaukee landlord,4,342,116350,119947.54604245268
2022,City of Milwaukee landlord,5,594,152000,156699.84528107272
2022,City of Milwaukee landlord,6,2470,63500,65463.42220623761
2022,City of Milwaukee landlord,7,2290,84900,87525.11094975706
2022,City of Milwaukee landlord,8,1129,98900,101957.99143617165
2022,City of Milwaukee landlord,9,770,91300,94122.99917211801
2022,City of Milwaukee landlord,NA,1,50600,52164.55375804131
2022,bank,1,12,94800,97731.21929372166
2022,bank,10,10,162900,167936.87365978118
2022,bank,11,8,149500,154122.54519421296
2022,bank,12,6,104500,107731.1436307375
2022,bank,13,7,196400,202472.69482370184
2022,bank,14,3,163900,168967.7936945251
2022,bank,15,7,72800,75050.97852935587
2022,bank,2,7,111800,115256.85988436795
2022,bank,4,2,142250,146648.3749423197
2022,bank,5,8,156700,161545.16944436904
2022,bank,6,7,81600,84123.07483510219
2022,bank,7,28,99500,102576.54345701798
2022,bank,8,1,130900,134947.43254797644
2022,bank,9,7,172000,177318.2459759507
2022,outside WI landlord,1,1090,80150,82628.24078472353
2022,outside WI landlord,10,422,125750,129638.19436904535
2022,outside WI landlord,11,108,190700,196596.45062566162
2022,outside WI landlord,12,229,86700,89380.76701229607
2022,outside WI landlord,13,82,183650,189328.46438071714
2022,outside WI landlord,14,227,203600,209895.3190738579
2022,outside WI landlord,15,795,57400,59174.80999429982
2022,outside WI landlord,2,819,112800,116287.77991911185
2022,outside WI landlord,3,280,273450,281905.0835007193
2022,outside WI landlord,4,312,212900,219482.8753969762
2022,outside WI landlord,5,338,145650,150153.50306044891
2022,outside WI landlord,6,764,60950,62834.57611764067
2022,outside WI landlord,7,1100,88100,90824.05506093754
2022,outside WI landlord,8,148,98250,101287.89341358811
2022,outside WI landlord,9,505,112100,115566.13589479112
2022,owner occupied,1,5882,91000,93813.72316169484
2022,owner occupied,10,7653,167200,172369.82980917997
2022,owner occupied,11,10192,181500,187111.98630601773
2022,owner occupied,12,3581,96000,98968.32333541434
2022,owner occupied,13,9370,185000,190720.2064276214
2022,owner occupied,14,9152,203700,209998.4110773323
2022,owner occupied,15,3858,75950,78298.37663879916
2022,owner occupied,2,6274,125450,129328.91835862218
2022,owner occupied,3,4560,273500,281956.6295024565
2022,owner occupied,4,2635,290900,299894.6381070003
2022,owner occupied,5,9598,161800,166802.86162156292
2022,owner occupied,6,4545,82300,84844.71885942292
2022,owner occupied,7,6271,107000,110308.44371759723
2022,owner occupied,8,4999,124400,128246.45232214108
2022,owner occupied,9,6550,148650,153246.26316468063
2022,owner occupied,NA,1,126400,130308.29239162889
2022,rest of Wisconsin landlord,1,161,72800,75050.97852935587
2022,rest of Wisconsin landlord,10,139,153500,158246.22533318854
2022,rest of Wisconsin landlord,11,95,173800,179173.9020384897
2022,rest of Wisconsin landlord,12,112,91400,94226.0911755924
2022,rest of Wisconsin landlord,13,83,173900,179276.9940419641
2022,rest of Wisconsin landlord,14,145,196400,202472.69482370184
2022,rest of Wisconsin landlord,15,412,45000,46391.401563475476
2022,rest of Wisconsin landlord,2,97,119800,123504.22016231915
2022,rest of Wisconsin landlord,3,116,242600,250101.20042886998
2022,rest of Wisconsin landlord,4,122,215200,221853.99147688714
2022,rest of Wisconsin landlord,5,98,148850,153452.4471716294
2022,rest of Wisconsin landlord,6,190,67650,69741.74035042479
2022,rest of Wisconsin landlord,7,257,59100,60927.37405336445
2022,rest of Wisconsin landlord,8,130,94850,97782.76529545886
2022,rest of Wisconsin landlord,9,89,90200,92988.98713389972
2022,suburbs landlord,1,1034,78700,81133.40673434488
2022,suburbs landlord,10,1038,148650,153246.26316468063
2022,suburbs landlord,11,651,188400,194225.33454575064
2022,suburbs landlord,12,872,86450,89123.0370036101
2022,suburbs landlord,13,452,182400,188039.81433728724
2022,suburbs landlord,14,766,198900,205049.9949105616
2022,suburbs landlord,15,617,58700,60515.00603946689
2022,suburbs landlord,2,1013,114700,118246.52798512526
2022,suburbs landlord,3,760,261000,269070.12906815775
2022,suburbs landlord,4,295,211000,217524.12733096277
2022,suburbs landlord,5,890,151600,156287.47726717516
2022,suburbs landlord,6,844,73150,75411.80054151623
2022,suburbs landlord,7,1000,92250,95102.37320512472
2022,suburbs landlord,8,706,104400,107628.05162726309
2022,suburbs landlord,9,811,91100,93916.81516516923
2022,NA,1,1,73400,75669.53055020221
2022,NA,10,1,315300,325049.08695475146
2022,NA,15,1,118400,122060.93211367769
2022,NA,2,1,75300,77628.27861621563
2022,NA,3,1,296500,305667.7903015662
2022,NA,6,1,141900,146287.55293015932
2022,NA,7,1,122100,125875.33624223011
2022,NA,8,1,123000,126803.16427349963
2022,NA,9,1,69200,71339.66640427784
2023,City of Milwaukee,1,7,52400,52400
2023,City of Milwaukee,12,2,67250,67250
2023,City of Milwaukee,13,1,139700,139700
2023,City of Milwaukee,15,17,37100,37100
2023,City of Milwaukee,2,4,88650,88650
2023,City of Milwaukee,4,2,63900,63900
2023,City of Milwaukee,5,3,136400,136400
2023,City of Milwaukee,6,24,47050,47050
2023,City of Milwaukee,7,13,59100,59100
2023,City of Milwaukee,8,3,76800,76800
2023,City of Milwaukee,9,3,33900,33900
2023,City of Milwaukee landlord,1,2195,77300,77300
2023,City of Milwaukee landlord,10,902,129300,129300
2023,City of Milwaukee landlord,11,330,185550,185550
2023,City of Milwaukee landlord,12,1685,82200,82200
2023,City of Milwaukee landlord,13,347,184900,184900
2023,City of Milwaukee landlord,14,1134,187750,187750
2023,City of Milwaukee landlord,15,2198,51900,51900
2023,City of Milwaukee landlord,2,1202,115200,115200
2023,City of Milwaukee landlord,3,867,266900,266900
2023,City of Milwaukee landlord,4,334,114950,114950
